review,cleaned_review,label,sentiment,label_source,conf_score,nama desa wisata,aspects_str
"tempatnya bagus cocok buat liburan untuk keluarga, bersama teman maupun sendirian. sepanjang perjalanan dijamin tidak membosankan dikarenakan rutenya melewati hutan mangrove dan banyak blekok di sepanjang perjalanan nya. viewnya bagus menghadap pantai dan pegunungan.","tempatnya bagus cocok buat liburan untuk keluarga , bersama teman maupun sendirian . sepanjang perjalanan dijamin tidak membosankan dikarenakan rutenya melewati hutan mangrove dan banyak blekok di sepanjang perjalanan nya . pemandangannya bagus menghadap pantai dan pegunungan .",1,Positif,manual,1.0,kampung blekok,Pemandangan & Alam|Akses & Lokasi
"lumayan baik sebagai wisata edukasi, wisata hutan mangrove. perlu banyak perbaikan dan peningkatan. petunjuk arah perlu ditambah supaya lebih jelas. kandang burung blekok perlu dibuat yg besar, supaya muat burung banyak, memberi kesempatan masyarakat untuk melihat blekok dari dekat. kalau datang di siang hari, belum tentu bisa melihat blekok di habitatnya. trail papan kayu ada beberapa yg rusak, lepas bautnya. potensi bahaya kejeblos, nyemplung ke rawa. sebaiknya seluruh trail diberi pagar, banyak anak-anak, takut jatuh ke rawa. tempat duduk, tempat istirahat perlu diperbanyak. juga perlu toilet di area hutan mangrove. perlu petugas untuk mengingatkan dan mengawasi pengunjung saat gelap tiba. banyak sampah di rawa sepanjang trail, mungkin terbawa arus pasang. sebaiknya dibersihkan secara berkala.","lumayan baik sebagai wisata edukasi , wisata hutan mangrove . perlu banyak perbaikan dan peningkatan . petunjuk arah perlu ditambah supaya lebih jelas . kandang burung blekok perlu dibuat yang besar , supaya muat burung banyak , memberi kesempatan masyarakat untuk melihat blekok dari dekat . kalau datang di siang hari , belum tentu bisa melihat blekok di habitatnya . trail papan kayu ada beberapa yang rusak , lepas bautnya . potensi bahaya kejeblos , nyemplung ke rawa . sebaiknya seluruh trail diberi pagar , banyak anak - anak , takut jatuh ke rawa . tempat duduk , tempat istirahat perlu diperbanyak . juga perlu toilet di area hutan mangrove . perlu petugas untuk mengingatkan dan mengawasi pengunjung saat gelap tiba . banyak sampah di rawa sepanjang trail , mungkin terbawa arus pasang . sebaiknya dibersihkan secara berkala .",2,Netral,manual,1.0,kampung blekok,Pemandangan & Alam|Kebersihan|Pelayanan|Akses & Lokasi
tempat nya nyaman dan bersih,tempatnya nyaman dan bersih,1,Positif,manual,1.0,kampung blekok,Kebersihan|Suasana
tempat yg sangat nyaman utk berlibur,tempat yang sangat nyaman untuk berlibur,1,Positif,manual,1.0,kampung blekok,Suasana
bisa jadi rujukan dan pilihan dari sekian banyak wisata di situbondo,bisa jadi rujukan dan pilihan dari sekian banyak wisata di situbondo,1,Positif,manual,1.0,kampung blekok,Lainnya
"salah satu destinasi wisata di situbondo yang menarik untuk dikunjungi. kampung blekok sangat nyaman ketika kamu datang di sore hari menjelang matahari terbenam. menikmati suara desir ombak, sekalian melihat lalu lalang burung blekok ditambah ada pemandangan gunung yang sangat nyaman dinikmati. bagi kalian yang suka berfoto ria atau hunting tentang alam, laut, burung, bisa sekalian coba disini. warga kampung blekok juga sangat ramah ketika kalian melintas diantara rumah-rumah mereka.","salah satu destinasi wisata di situbondo yang menarik untuk dikunjungi . kampung blekok sangat nyaman ketika kamu datang di sore hari menjelang matahari terbenam . menikmati suara desir ombak , sekalian melihat lalu lalang burung blekok ditambah ada pemandangan gunung yang sangat nyaman dinikmati . bagi kalian yang suka berfoto ria atau hunting tentang alam , laut , burung , bisa sekalian coba di sini . warga kampung blekok juga sangat ramah ketika kalian melintas diantara rumah - rumah mereka .",1,Positif,manual,1.0,kampung blekok,Pemandangan & Alam|Pelayanan|Suasana
wisata edukasi yg bagus di situbondo.,wisata edukasi yang bagus di situbondo .,1,Positif,manual,1.0,kampung blekok,Lainnya
"keren, masih cukup asri, sejuk, indah. masih masuk list recommended spot.","keren , masih cukup asri , sejuk , indah . masih masuk list recommended spot .",1,Positif,manual,1.0,kampung blekok,Suasana
"sayang waktu kesana burung blekok liarnya nggak ada, cm beberapa ekor saja didlm sangkar. katanya sore diatas jam 5 baru pada pulang","sayang waktu ke sana burung blekok liarnya tidak ada , cuma beberapa ekor saja di dalam sangkar . katanya sore diatas jam 5 baru pada pulang",2,Netral,manual,1.0,kampung blekok,Pemandangan & Alam
bagus jalannya tapi jauh,bagus jalannya tapi jauh,0,Negatif,manual,1.0,kampung blekok,Akses & Lokasi
kampung dengan ciri khas tersendiri bikin betah ber lama2,kampung dengan ciri khas tersendiri bikin betah ber lama2,1,Positif,manual,1.0,kampung blekok,Lainnya
sudah mulai sepi,sudah mulai sepi,2,Netral,manual,1.0,kampung blekok,Lainnya
"bagus, bisa liat pantai sekaligus burung blekok. .","bagus , bisa melihat pantai sekaligus burung blekok .",1,Positif,manual,1.0,kampung blekok,Pemandangan & Alam
alhamdulillah saya tidak kecewa ke wisata kampung blekok,alhamdulillah saya tidak kecewa ke wisata kampung blekok,1,Positif,manual,1.0,kampung blekok,Lainnya
terbaik,terbaik,1,Positif,manual,1.0,kampung blekok,Lainnya
keren. . . masih alami. . . bisa menjelajah sampe ke dalam hutan bakau,keren . masih alami . bisa menjelajah sampai ke dalam hutan bakau,1,Positif,manual,1.0,kampung blekok,Pemandangan & Alam
pengalaman saya adanya google maps senang banget bisa menemukan lokasi2 atau jalan.,pengalaman saya adanya google maps senang banget bisa menemukan lokasi2 atau jalan .,1,Positif,manual,1.0,kampung blekok,Pemandangan & Alam|Akses & Lokasi
murah enak,murah enak,1,Positif,manual,1.0,kampung blekok,Harga & Tiket
bukan jenis wisata yg wow. tapi visi pelestarian lingkungan dan pemberdayaan masyarakat nya keren banget. sukaa. nggak heran dapat anugerah 50 desa wisata tahun 2021,bukan jenis wisata yang wow . tapi visi pelestarian lingkungan dan pemberdayaan masyarakat nya keren banget . suka . tidak heran dapat anugerah 50 desa wisata tahun 2021,1,Positif,manual,1.0,kampung blekok,Pelayanan|Budaya & Tradisi
bagus banget,bagus banget,1,Positif,manual,1.0,kampung blekok,Lainnya
cerita pemberdayaan masyarakat dengan kepeduliannya pada blekok yang tumbuh dan berkembang biak.,cerita pemberdayaan masyarakat dengan kepeduliannya pada blekok yang tumbuh dan berkembang biak .,0,Negatif,manual,1.0,kampung blekok,Pelayanan
"suasananya asri, disuguhi pemandangan muara, hingga pinggir pantai diujung sendiri, terdapat juga gazebo-gazeboan untuk menikmati pemandangan. blekok biasanya terlihat dan datang di sore hari rada jauh sebenarnya dari pintu masuknya, dan harus melewati rumah warga terlebih dahulu, saat lewat sebenarnya agak awkward, tetapi warga disana menyambut dengan baik kok : )","suasananya asri , disuguhi pemandangan muara , hingga pinggir pantai diujung sendiri , terdapat juga gazebo - gazeboan untuk menikmati pemandangan . blekok biasanya terlihat dan datang di sore hari rada jauh sebenarnya dari pintu masuknya , dan harus melewati rumah warga terlebih dahulu , saat lewat sebenarnya agak awkward , tetapi warga di sana menyambut dengan baik kok : )",1,Positif,manual,1.0,kampung blekok,Pemandangan & Alam|Pelayanan|Fasilitas|Suasana|Akses & Lokasi
"wisata alam yang nyaman untuk santai, ada dijalur pantura","wisata alam yang nyaman untuk santai , ada dijalur pantura",1,Positif,manual,1.0,kampung blekok,Pemandangan & Alam|Suasana
sebuah wisata konservasi yg memberikan kemakmuran masyarakat sekitar,sebuah wisata konservasi yang memberikan kemakmuran masyarakat sekitar,1,Positif,manual,1.0,kampung blekok,Pelayanan
"bagus tempatnya, seru buat yang suka hunting foto","bagus tempatnya , seru buat yang suka hunting foto",1,Positif,manual,1.0,kampung blekok,Lainnya
. . . kampong delkok luar biasa. . .,. kampung blekok luar biasa .,1,Positif,manual,1.0,kampung blekok,Lainnya
"lokasinya indah, tidak terlalu ramai walaupun melewati kampung, tp harus jalan dl sekitar 200m lah, motor d parkir d depan gang kampung. . . . . . tp anak2 suka, piknik tipis2, hehe","lokasinya indah , tidak terlalu ramai walaupun melewati kampung , tapi harus jalan dl sekitar 200m lah , motor di parkir di depan gang kampung . tapi anak - anak suka , piknik tipis2 , hehe",1,Positif,manual,1.0,kampung blekok,Fasilitas|Akses & Lokasi
wih tempatnya keren dan sudah memenuhi chse loh,wih tempatnya keren dan sudah memenuhi sertifikasi standar kebersihan dan keamanan di sektor pariwisata loh,1,Positif,manual,1.0,kampung blekok,Kebersihan|Kuliner
"bagus dan ""erat"" dengan masyarakat nya. nanti nya bisa ditambah spot lagi untuk tempat bermain anak-anak dan juga wisata edukasi.","bagus dan "" erat "" dengan masyarakat nya . nanti nya bisa ditambah spot lagi untuk tempat bermain anak - anak dan juga wisata edukasi .",1,Positif,manual,1.0,kampung blekok,Pelayanan
sore di tempat ini suasananya lebih keren sambil menunggu blekok pulang bisa menikmati merdunya cuitan berbagai burung.,sore di tempat ini suasananya lebih keren sambil menunggu blekok pulang bisa menikmati merdunya cuitan berbagai burung .,1,Positif,manual,1.0,kampung blekok,Kuliner|Suasana
tempatnya bagus. namun blekoknya pindah. namun warganya ramah ramah,tempatnya bagus . namun blekoknya pindah . namun warganya ramah - ramah,1,Positif,manual,1.0,kampung blekok,Pelayanan
"kampung blekok, , kampung adem asri, , love this beautiful place","kampung blekok , kampung adem asri , love this beautiful place",1,Positif,manual,1.0,kampung blekok,Suasana
bagus,bagus,1,Positif,manual,1.0,kampung blekok,Lainnya
50bdewis terbaik di indonesia,50 desa wisata terbaik di indonesia,0,Negatif,manual,1.0,kampung blekok,Lainnya
"tempatnya bagus, cocok untuk spot foto","tempatnya bagus , cocok untuk spot foto",1,Positif,manual,1.0,kampung blekok,Fasilitas
mantaps. . .,mantap .,1,Positif,manual,1.0,kampung blekok,Lainnya
tempat yg asri dg bentangan mangrove tp akses msk tdk memadai.,tempat yang asri dengan bentangan mangrove tapi akses masuk tidak memadai .,2,Netral,manual,1.0,kampung blekok,Pemandangan & Alam|Suasana|Akses & Lokasi
"tempat wisata yang cukup bagus, dengan suasana hutan mangrove","tempat wisata yang cukup bagus , dengan suasana hutan mangrove",1,Positif,manual,1.0,kampung blekok,Pemandangan & Alam|Suasana
nyaman edukatif,nyaman edukatif,1,Positif,manual,1.0,kampung blekok,Suasana
ekowisata yang cukup menghibur,ekowisata yang cukup menghibur,1,Positif,manual,1.0,kampung blekok,Lainnya
seru bangett. . . pemandangan asik dan mendamaikan,seru banget . pemandangan asik dan mendamaikan,1,Positif,manual,1.0,kampung blekok,Pemandangan & Alam|Suasana
saya suka dengan tempat ini karena di sana banyak tanaman mangrove membuat suasana menjadi sejuk,saya suka dengan tempat ini karena di sana banyak tanaman mangrove membuat suasana menjadi sejuk,1,Positif,manual,1.0,kampung blekok,Pemandangan & Alam|Suasana
baguss,bagus,1,Positif,manual,1.0,kampung blekok,Lainnya
indah,indah,1,Positif,manual,1.0,kampung blekok,Lainnya
tempat sangat indah dan natural/alami,tempat sangat indah dan natural / alami,1,Positif,manual,1.0,kampung blekok,Pemandangan & Alam
"tempat yang indah dengan nuansa pantai yang sangat exotic, mengingatkan pada suatu tempat ala vietnam. dengan didominasi area mangrove menjadi tempat tinggal berbagai jenis burung. . . utama nya blekok dan menjadi pusat penangkaran burung jenis ini. suasananya sangat mengagumkan.","tempat yang indah dengan nuansa pantai yang sangat exotic , mengingatkan pada suatu tempat ala vietnam . dengan didominasi area mangrove menjadi tempat tinggal berbagai jenis burung . utama nya blekok dan menjadi pusat penangkaran burung jenis ini . suasananya sangat mengagumkan .",1,Positif,manual,1.0,kampung blekok,Pemandangan & Alam|Suasana
"awal pendirian kampung blekok bagus masih belum ada sampah. sekarang sampah d mana2 padahal pihak pengelola sdh menyediakan tempat sampah d setiap titik. eman sekali wisata edukasi apabila tidak d jaga dan d rawat bersama. kurangx kepedulian pengunjung dalam menjaga lingkungan wisata yg ada. tempat parkir luas dan sepanjang jalan menuju kawasan kampung blekok jg sdh bagus, rapi dan ad bbrpa spot untuk foto. serta bersih. . . .","awal pendirian kampung blekok bagus masih belum ada sampah . sekarang sampah di mana2 padahal pihak pengelola sudah menyediakan tempat sampah di setiap titik . sayang sekali wisata edukasi apabila tidak di jaga dan di rawat bersama . kurangnya kepedulian pengunjung dalam menjaga lingkungan wisata yang ada . tempat parkir luas dan sepanjang jalan menuju kawasan kampung blekok juga sudah bagus , rapi dan ada brpa spot untuk foto . serta bersih .",2,Netral,manual,1.0,kampung blekok,Pemandangan & Alam|Kebersihan|Pelayanan|Fasilitas|Kuliner|Akses & Lokasi
"menyusuri kampung para nelayan, melewati gang kecil menuju lokasi dengan jalan kaki +-10 menit","menyusuri kampung para nelayan , melewati gang kecil menuju lokasi dengan jalan kaki + - 10 menit",0,Negatif,manual,1.0,kampung blekok,Kuliner|Akses & Lokasi
tempat yang nyaman untuk menikmati sunset,tempat yang nyaman untuk menikmati sunset,1,Positif,manual,1.0,kampung blekok,Pemandangan & Alam|Suasana
"awal disini pas tahun 2019 silam, sebelum indonesia mengenal kata pandemi covid, dan mungkin beberapa bulan setelah launcing / opening wisata kampung blekok ini. untuk ditahun 2019 kemaren, semua lengkap ada di pantai blekok ini, mulai dari cafee, warung, gerbang jejepangan seperti di foto, dll. namun ditahun 2021 bulan juni, banyak yang sudah tutup atau sudah tidak ada lagi. cafee dan warung didalam sudah pada tutup. jalan menuju pantai / gerbang jejepangan atau apalah itu, gatau namanya, jalannya sudah tidak bisa dipake, entah gabisa dipake atau waktu itu laut udah mode pasang, jadi gabisa digunakan. burung blekok yang ada beberapa kurungan yang bisa dilihat secara publik, sekarang tinggal satu kurung yang ada isinya. kalau mau kesini, aku saranin sore hari. karena senja-nya yang sangat indah sekali. cocok untuk foto foto.","awal di sini pas tahun 2019 silam , sebelum indonesia mengenal kata pandemi covid , dan mungkin beberapa bulan setelah launcing / opening wisata kampung blekok ini . untuk ditahun 2019 kemaren , semua lengkap ada di pantai blekok ini , mulai dari cafe , warung , gerbang jejepangan seperti di foto , dl . namun ditahun 2021 bulan juni , banyak yang sudah tutup atau sudah tidak ada lagi . cafe dan warung didalam sudah pada tutup . jalan menuju pantai / gerbang jejepangan atau apalah itu , gatau namanya , jalannya sudah tidak bisa dipake , entah gabisa dipake atau waktu itu laut udah mode pasang , jadi gabisa digunakan . burung blekok yang ada beberapa kurungan yang bisa dilihat secara publik , sekarang tinggal satu kurung yang ada isinya . kalau mau kesini , aku saranin sore hari . karena senja - nya yang sangat indah sekali . cocok untuk foto foto .",2,Netral,manual,1.0,kampung blekok,Pemandangan & Alam|Kuliner|Akses & Lokasi
"bagus sih tempatnya. cuma kemarin di tanggal 26 mei 2021. kran air di musolla gak bisa, kamar mandinya juga dikunci tidak bisa digunakan. eman seperti tidak terawat padahal sudah dikelola dan dibuat bagus kasian modalnya. tolong pihak terkait dijaga dan di kelola dengan baik.","bagus sih tempatnya . cuma kemarin di tanggal 26 mei 2021 . kran air di musolla tidak bisa , kamar mandinya juga dikunci tidak bisa digunakan . sayang seperti tidak terawat padahal sudah dikelola dan dibuat bagus kasian modalnya . tolong pihak terkait dijaga dan di kelola dengan baik .",2,Netral,manual,1.0,kampung blekok,Kebersihan
cocok untuk pacaran.,cocok untuk pacaran .,1,Positif,manual,1.0,kampung blekok,Lainnya
bagus di waktu sore,bagus di waktu sore,1,Positif,manual,1.0,kampung blekok,Lainnya
pemandabgannya tergolong menarik karna berpapasan dengan gunung langsung,pemandangannya tergolong menarik karena berpapasan dengan gunung langsung,1,Positif,manual,1.0,kampung blekok,Pemandangan & Alam
"spot wisata yang cukup recommend di daerah situbondo. untuk masuk di wisata ini, harus jalan sekitar beberapa meter melewati perumahan masyarakat/desa wisata, nanti akan melihat beberapa penjaja souvenir, pembuatan souvenir/barang lainnya, juga terdapat beberapa spot selfie, setelah masuk pintu masuk wisata, terdapat hutan bakau serta ada informasi dari masing-masing jenis bakau dan tanaman lainnya. juga ada dermaga bagi yang suka foto/selfie. untuk protokol kesehatan, sudah ada pengecekan suhu, tempat cuci tangan, dan wajib masker. untuk parkir mobil, terletak di sdn di timur pintu masuk depan.","spot wisata yang cukup recommend di daerah situbondo . untuk masuk di wisata ini , harus jalan sekitar beberapa meter melewati perumahan masyarakat / desa wisata , nanti akan melihat beberapa penjaja suvenir , pembuatan suvenir / barang lainnya , juga terdapat beberapa spot selfie , setelah masuk pintu masuk wisata , terdapat hutan bakau serta ada informasi dari masing - masing jenis bakau dan tanaman lainnya . juga ada dermaga bagi yang suka foto / selfie . untuk protokol kesehatan , sudah ada pengecekan suhu , tempat cuci tangan , dan wajib masker . untuk parkir mobil , terletak di sdn di timur pintu masuk depan .",1,Positif,manual,1.0,kampung blekok,Pemandangan & Alam|Pelayanan|Fasilitas|Akses & Lokasi
